driver_id,city,vehicle_type,join_date,rating,experience_years
1121,Mumbai,Sedan,2023-04-28,4.33,2
1122,Kolkata,Sedan,2021-06-15,3.81,8
1123,Bangalore,Sedan,2023-05-11,4.96,8
1124,Mumbai,Sedan,2023-03-25,3.82,8
1125,Mumbai,Bike,2022-08-26,4.11,0
1126,Hyderabad,Mini,2021-07-31,4.47,0
1127,Hyderabad,SUV,2023-03-17,4.18,7
1128,Bangalore,Mini,2021-05-05,4.18,2
1129,Chennai,Sedan,2022-12-09,4.32,4
1130,Mumbai,Mini,2022-01-19,4.85,5
1131,Mumbai,SUV,2022-09-20,4.55,9
1132,Kolkata,Sedan,2023-11-10,4.79,8
1133,Bangalore,Mini,2021-11-21,4.56,7
1134,Chennai,Auto,2023-04-04,4.91,8
1135,Mumbai,SUV,2022-01-10,4.63,4
1136,Mumbai,Bike,2022-01-07,4.51,6
1137,Delhi,SUV,2021-10-24,4.16,4
1138,Bangalore,Auto,2022-01-03,3.98,2
1139,Mumbai,Sedan,2021-09-23,4.8,8
1140,Kolkata,Bike,2023-04-12,4.21,10
1141,Hyderabad,Sedan,2021-05-14,4.85,1
1142,Kolkata,Sedan,2021-11-20,4.8,5
1143,Hyderabad,Auto,2022-05-28,4.93,1
1144,Delhi,Sedan,2022-02-24,4.68,3
1145,Chennai,SUV,2022-01-20,4.87,2
1146,Mumbai,SUV,2021-04-15,4.91,6
1147,Mumbai,Auto,2023-04-07,4.53,3
1148,Hyderabad,Auto,2023-08-05,4.33,10
1149,Kolkata,Bike,2022-12-14,4.14,2
1150,Kolkata,Mini,2023-09-26,4.19,7
1151,Mumbai,Sedan,2022-07-17,4.96,9
1152,Hyderabad,Mini,2021-12-10,4.22,0
1153,Hyderabad,Auto,2022-06-30,3.84,6
1154,Pune,Mini,2022-10-15,3.96,1
1155,Mumbai,Bike,2022-10-02,4.6,1
1156,Pune,SUV,2021-10-14,4.83,4
1157,Chennai,Mini,2022-09-16,4.34,8
1158,Delhi,Bike,2022-11-21,4.41,10
1159,Pune,Bike,2023-12-08,4.79,6
1160,Kolkata,Sedan,2023-05-02,3.84,0
1161,Chennai,Sedan,2022-05-24,3.95,8
1162,Pune,Sedan,2022-10-26,3.86,4
1163,Bangalore,Bike,2021-09-10,4.67,9
1164,Pune,SUV,2022-02-19,4.95,7
1165,Kolkata,Sedan,2023-01-08,4.86,0
1166,Mumbai,SUV,2022-10-15,4.25,6
1167,Pune,Sedan,2022-07-28,4.01,4
1168,Chennai,Sedan,2023-05-29,4.42,1
1169,Chennai,Mini,2021-10-05,4.44,4
1170,Mumbai,SUV,2023-10-27,4.63,2
1171,Hyderabad,Mini,2021-05-03,3.97,5
1172,Bangalore,Sedan,2022-10-02,4.52,7
1173,Chennai,Auto,2022-06-17,4.04,4
1174,Chennai,SUV,2023-02-28,4.62,10
1175,Chennai,Mini,2021-04-18,4.44,3
1176,Mumbai,Mini,2023-03-28,4.81,7
1177,Hyderabad,SUV,2023-10-25,4.65,5
1178,Bangalore,Auto,2022-09-23,4.82,4
1179,Delhi,Mini,2022-11-15,4.03,5
1180,Mumbai,SUV,2023-07-02,4.57,5
1181,Pune,Bike,2021-07-30,4.57,2
1182,Pune,SUV,2021-04-12,3.97,1
1183,Hyderabad,Auto,2021-10-30,4.44,6
1184,Chennai,Auto,2022-09-22,4.69,7
1185,Hyderabad,Sedan,2022-04-07,4.73,4
1186,Kolkata,Bike,2023-10-21,4.8,0
1187,Delhi,SUV,2023-10-20,4.08,4
1188,Pune,Auto,2023-03-29,3.87,7
1189,Delhi,Bike,2022-03-29,4.94,8
1190,Chennai,Sedan,2023-05-24,4.83,8
1191,Kolkata,Bike,2022-04-14,4.21,3
1192,Hyderabad,SUV,2022-08-12,4.95,8
1193,Mumbai,SUV,2023-02-08,4.84,5
1194,Pune,Mini,2023-07-29,4.17,4
1195,Mumbai,Sedan,2021-06-02,4.13,9
1196,Hyderabad,Sedan,2022-08-19,4.45,7
1197,Kolkata,SUV,2022-05-08,4.86,3
1198,Chennai,Auto,2023-08-03,4.92,8
1199,Pune,Bike,2023-03-02,4.49,0
1200,Mumbai,Bike,2023-12-13,4.72,10
1201,Chennai,Sedan,2022-05-29,4.52,3
1202,Bangalore,Mini,2022-02-07,3.9,8
1203,Delhi,Auto,2022-05-26,4.91,9
1204,Pune,SUV,2022-06-10,4.1,5
1205,Bangalore,Mini,2022-05-06,4.0,6
1206,Delhi,Sedan,2022-10-27,4.66,3
1207,Kolkata,Sedan,2022-09-29,4.82,1
1208,Hyderabad,SUV,2023-02-11,4.51,3
1209,Chennai,Bike,2022-08-11,4.03,8
1210,Delhi,Sedan,2022-08-31,3.96,1
1211,Pune,SUV,2022-09-11,4.92,9
1212,Delhi,Bike,2021-05-14,4.76,4
1213,Pune,Sedan,2023-02-20,4.85,9
1214,Hyderabad,Sedan,2023-02-16,4.52,3
1215,Delhi,Mini,2021-08-20,4.69,2
1216,Mumbai,Mini,2022-12-10,4.88,9
1217,Mumbai,SUV,2021-09-04,3.96,10
1218,Kolkata,Auto,2023-08-01,4.43,3
1219,Chennai,Bike,2022-05-12,4.48,8
1220,Mumbai,Auto,2021-10-24,4.21,3
1221,Bangalore,Auto,2021-06-07,4.1,4
1222,Pune,Mini,2021-05-25,4.33,10
1223,Delhi,Mini,2023-09-23,4.16,7
1224,Pune,Sedan,2022-08-25,4.55,2
1225,Pune,Mini,2022-10-15,4.29,5
1226,Chennai,Bike,2021-09-11,4.93,2
1227,Bangalore,Auto,2022-07-19,4.87,4
1228,Bangalore,Auto,2021-06-30,4.58,4
1229,Bangalore,Sedan,2023-08-01,4.12,5
1230,Delhi,Bike,2023-07-23,4.07,4
1231,Mumbai,Mini,2022-06-06,4.89,3
1232,Chennai,Auto,2021-10-21,3.92,8
1233,Bangalore,Auto,2022-12-14,4.75,8
1234,Delhi,Sedan,2021-08-28,4.57,5
1235,Chennai,SUV,2021-10-17,4.16,5
1236,Kolkata,Auto,2022-07-05,4.45,10
1237,Bangalore,Auto,2022-03-11,3.91,9
1238,Hyderabad,SUV,2023-01-08,4.2,6
1239,Hyderabad,Bike,2022-08-14,4.94,4
1240,Mumbai,Bike,2023-03-19,3.93,4
1241,Delhi,Bike,2023-06-17,4.18,4
1242,Pune,Bike,2022-07-12,4.93,7
1243,Mumbai,Sedan,2023-07-17,4.76,8
1244,Hyderabad,SUV,2021-08-19,4.17,1
1245,Bangalore,Bike,2021-11-27,4.24,8
1246,Kolkata,Auto,2021-12-06,4.47,6
1247,Chennai,Bike,2021-05-13,4.99,7
1248,Pune,Mini,2023-04-19,4.77,9
1249,Hyderabad,Sedan,2022-07-28,4.72,5
1250,Delhi,Auto,2023-03-15,4.63,3
1251,Pune,Auto,2021-08-14,4.17,2
1252,Kolkata,Bike,2021-05-12,4.63,1
1253,Delhi,Sedan,2022-09-10,4.82,10
1254,Kolkata,Auto,2023-01-09,4.25,9
1255,Pune,Mini,2023-05-18,4.01,9
1256,Delhi,Auto,2022-12-02,4.94,4
1257,Chennai,Bike,2023-09-18,4.61,2
1258,Mumbai,Auto,2021-05-03,4.48,1
1259,Hyderabad,Sedan,2023-09-12,4.04,4
1260,Chennai,SUV,2021-06-13,4.4,2
1261,Chennai,Auto,2021-08-15,3.85,1
1262,Bangalore,Mini,2023-01-26,3.95,8
1263,Pune,Auto,2022-04-15,4.99,4
1264,Hyderabad,Mini,2022-02-01,4.45,3
1265,Bangalore,Bike,2022-09-12,3.95,7
1266,Kolkata,SUV,2022-03-02,4.99,0
1267,Chennai,Auto,2022-12-09,4.69,0
1268,Kolkata,Auto,2022-04-27,4.0,5
1269,Bangalore,SUV,2023-09-20,4.55,10
1270,Bangalore,Auto,2021-07-11,4.83,3
1271,Bangalore,Mini,2023-11-08,4.61,1
1272,Bangalore,Auto,2022-01-19,4.16,9
1273,Delhi,Sedan,2022-10-12,3.92,9
1274,Pune,SUV,2021-09-20,4.28,1
1275,Bangalore,SUV,2023-07-14,4.93,6
1276,Pune,SUV,2021-10-15,4.62,1
1277,Mumbai,Bike,2022-05-01,3.93,2
1278,Mumbai,SUV,2022-05-17,4.34,4
1279,Delhi,Sedan,2021-07-22,4.54,1
1280,Mumbai,Bike,2021-07-14,4.34,2
1281,Kolkata,Mini,2023-06-03,4.59,6
1282,Delhi,SUV,2023-12-16,3.81,0
1283,Delhi,Bike,2023-08-29,4.39,8
1284,Hyderabad,Bike,2021-04-08,4.44,3
1285,Kolkata,Auto,2022-11-02,4.77,3
1286,Bangalore,Sedan,2022-01-04,4.53,1
1287,Kolkata,SUV,2021-11-04,3.85,2
1288,Pune,Sedan,2021-11-27,4.74,1
1289,Kolkata,Bike,2022-08-27,4.41,6
1290,Hyderabad,Sedan,2023-11-28,3.94,8
1291,Chennai,SUV,2021-07-21,4.67,1
1292,Chennai,Auto,2022-12-24,4.02,1
1293,Chennai,Sedan,2023-12-02,4.61,10
1294,Bangalore,SUV,2022-12-26,4.03,1
1295,Kolkata,Bike,2021-06-26,4.32,1
1296,Pune,SUV,2023-07-21,4.51,1
1297,Kolkata,SUV,2022-11-05,4.16,4
1298,Hyderabad,Auto,2022-05-27,4.69,5
1299,Chennai,Bike,2021-10-12,4.45,8
1300,Delhi,SUV,2021-09-11,3.81,1
1301,Mumbai,SUV,2021-04-08,4.31,9
1302,Pune,Bike,2023-10-30,4.29,6
1303,Bangalore,Bike,2022-10-15,4.81,5
1304,Delhi,Mini,2022-11-13,4.19,5
1305,Delhi,SUV,2023-01-22,4.87,1
1306,Mumbai,SUV,2022-02-02,3.84,2
1307,Pune,Mini,2022-05-29,4.28,8
1308,Mumbai,Auto,2022-12-29,4.86,9
1309,Kolkata,Auto,2022-08-23,4.39,4
1310,Bangalore,SUV,2021-10-02,4.8,4
1311,Mumbai,Auto,2023-05-11,4.03,4
1312,Pune,SUV,2023-01-09,4.48,2
1313,Bangalore,Sedan,2022-08-23,4.6,6
1314,Chennai,Bike,2023-07-10,4.29,7
1315,Bangalore,Mini,2022-07-04,4.2,7
1316,Hyderabad,Bike,2021-08-21,4.2,7
1317,Pune,Bike,2022-06-14,4.34,3
1318,Pune,Bike,2021-07-28,3.98,6
1319,Mumbai,SUV,2023-03-26,3.95,8
1320,Pune,Mini,2023-03-21,4.58,8
1321,Kolkata,Bike,2021-11-07,4.28,5
1322,Kolkata,SUV,2022-04-30,4.31,1
1323,Pune,SUV,2021-04-30,4.39,1
1324,Pune,Sedan,2022-03-31,4.52,8
1325,Chennai,Auto,2022-07-27,4.03,5
1326,Pune,Sedan,2023-09-08,4.96,0
1327,Pune,Mini,2021-10-15,4.41,0
1328,Kolkata,Bike,2023-01-26,4.2,5
1329,Mumbai,Mini,2022-08-03,4.59,9
1330,Chennai,Bike,2022-03-09,3.99,5
1331,Bangalore,Sedan,2023-09-06,4.21,8
1332,Pune,Bike,2023-11-20,4.99,5
1333,Chennai,SUV,2022-06-28,4.12,0
1334,Delhi,SUV,2021-11-01,4.51,1
1335,Mumbai,Mini,2021-11-27,3.92,1
1336,Kolkata,Bike,2021-04-18,4.52,9
1337,Kolkata,Auto,2022-02-16,4.51,10
1338,Delhi,Mini,2022-11-25,4.47,0
1339,Bangalore,Bike,2021-12-30,4.7,9
1340,Kolkata,Auto,2023-06-08,4.82,3
1341,Kolkata,Auto,2021-04-09,4.26,8
1342,Chennai,Bike,2021-09-12,4.41,8
1343,Delhi,Auto,2022-10-06,4.44,5
1344,Kolkata,Mini,2022-11-15,4.28,5
1345,Chennai,SUV,2023-03-04,4.31,2
1346,Delhi,Sedan,2023-11-02,4.06,6
1347,Pune,Mini,2021-11-22,4.42,0
1348,Chennai,Mini,2023-12-20,4.46,9
1349,Mumbai,Sedan,2021-09-05,4.47,5
1350,Chennai,Mini,2022-06-16,3.88,6
1351,Chennai,Bike,2023-01-11,3.9,10
1352,Pune,SUV,2023-06-15,4.04,9
1353,Delhi,Auto,2022-09-13,3.86,10
1354,Chennai,SUV,2022-01-03,4.28,9
1355,Pune,Sedan,2023-04-29,4.39,0
1356,Kolkata,Auto,2023-02-28,4.22,10
1357,Pune,SUV,2023-08-30,4.21,9
1358,Delhi,Bike,2023-11-08,4.3,9
1359,Bangalore,Sedan,2021-06-18,4.53,5
1360,Hyderabad,Mini,2022-04-27,4.78,1
1361,Bangalore,Bike,2023-02-16,4.44,3
1362,Bangalore,Bike,2022-11-23,4.8,8
1363,Kolkata,Mini,2023-01-11,4.89,4
1364,Pune,Auto,2023-01-22,3.82,1
1365,Bangalore,SUV,2023-04-25,3.98,2
1366,Hyderabad,Auto,2023-03-20,4.04,3
1367,Pune,Bike,2023-06-30,4.02,10
1368,Chennai,Auto,2022-09-10,4.19,10
1369,Bangalore,Bike,2022-04-26,3.93,3
1370,Hyderabad,Bike,2021-11-12,4.35,4
1371,Pune,Sedan,2022-12-28,4.83,8
1372,Chennai,Auto,2022-12-05,4.82,8
1373,Hyderabad,Mini,2023-01-31,4.03,1
1374,Mumbai,Sedan,2021-10-19,4.14,8
1375,Hyderabad,Bike,2022-05-05,3.87,3
1376,Hyderabad,Bike,2021-12-24,4.8,7
1377,Chennai,Auto,2023-03-17,4.89,9
1378,Pune,SUV,2022-06-25,4.85,0
1379,Mumbai,Sedan,2022-04-09,4.21,4
1380,Delhi,Auto,2021-10-30,3.92,9
1381,Kolkata,SUV,2021-05-04,4.55,10
1382,Kolkata,Sedan,2022-08-07,3.81,6
1383,Pune,Bike,2023-08-24,4.2,3
1384,Delhi,Sedan,2021-04-26,4.41,3
1385,Mumbai,Bike,2023-11-16,4.99,6
1386,Mumbai,Sedan,2021-12-02,4.14,6
1387,Hyderabad,SUV,2021-07-22,4.75,10
1388,Delhi,Mini,2021-12-25,4.67,7
1389,Hyderabad,Auto,2022-02-10,4.77,1
1390,Kolkata,Sedan,2022-05-30,4.74,2
1391,Mumbai,SUV,2021-12-26,4.1,1
1392,Hyderabad,Bike,2022-01-18,4.41,7
1393,Bangalore,Auto,2023-02-28,4.21,8
1394,Hyderabad,SUV,2021-12-19,4.95,3
1395,Bangalore,SUV,2022-07-19,4.14,7
1396,Chennai,Auto,2022-09-16,4.72,10
1397,Hyderabad,SUV,2022-11-16,4.21,0
1398,Bangalore,Mini,2023-05-24,4.91,8
1399,Mumbai,Mini,2022-04-06,4.06,2
1400,Bangalore,Sedan,2023-02-09,4.22,7
1401,Bangalore,SUV,2022-02-20,4.83,8
1402,Kolkata,Sedan,2022-08-22,4.52,0
1403,Delhi,Auto,2023-02-22,4.77,2
1404,Bangalore,Mini,2023-02-25,4.6,9
1405,Delhi,Auto,2023-11-07,4.66,7
1406,Mumbai,Auto,2021-10-31,4.94,4
1407,Delhi,Mini,2023-12-01,4.97,1
1408,Pune,Sedan,2021-08-06,4.49,7
1409,Bangalore,SUV,2022-08-02,4.91,2
1410,Pune,Sedan,2021-06-20,4.47,6
1411,Kolkata,Bike,2022-08-14,4.11,9
1412,Hyderabad,SUV,2023-10-13,4.27,0
1413,Bangalore,SUV,2023-10-03,4.47,5
1414,Mumbai,Bike,2023-09-21,4.56,8
1415,Bangalore,Auto,2021-11-24,4.23,2
1416,Bangalore,Bike,2022-10-24,4.18,1
1417,Pune,Mini,2022-08-23,4.42,2
1418,Pune,Bike,2023-10-22,4.56,5
1419,Bangalore,Auto,2022-05-19,4.9,4
1420,Hyderabad,Auto,2021-06-11,4.78,9
1421,Kolkata,Mini,2022-08-10,4.96,9
1422,Kolkata,Sedan,2023-09-19,4.8,6
1423,Hyderabad,Mini,2021-08-29,4.89,0
1424,Hyderabad,Auto,2023-11-09,3.84,2
1425,Kolkata,Auto,2022-01-10,4.21,8
1426,Chennai,Mini,2021-08-10,4.76,7
1427,Delhi,SUV,2021-06-28,3.99,5
1428,Pune,Sedan,2022-03-03,3.92,1
1429,Hyderabad,SUV,2023-01-21,4.22,0
1430,Bangalore,SUV,2022-03-19,4.27,0
1431,Kolkata,SUV,2023-03-10,4.45,5
1432,Pune,Mini,2023-12-08,3.96,1
1433,Chennai,SUV,2022-12-03,4.89,1
1434,Hyderabad,Sedan,2022-09-22,4.34,9
1435,Hyderabad,Bike,2022-10-08,4.9,5
1436,Kolkata,Auto,2022-04-25,3.84,10
1437,Hyderabad,Bike,2023-12-04,4.56,7
1438,Chennai,SUV,2022-07-01,4.8,4
1439,Bangalore,Bike,2023-04-15,4.6,10
1440,Kolkata,Bike,2022-08-26,4.06,3
1441,Chennai,SUV,2022-11-28,4.38,3
1442,Pune,Bike,2021-09-20,3.93,8
1443,Bangalore,Auto,2021-10-24,4.83,0
1444,Delhi,Bike,2023-09-07,4.09,8
1445,Bangalore,Auto,2022-08-31,5.0,7
1446,Kolkata,SUV,2023-03-29,4.89,3
1447,Delhi,Mini,2023-01-31,4.64,4
1448,Pune,SUV,2023-05-13,4.85,0
1449,Mumbai,Mini,2023-09-04,4.91,8
1450,Mumbai,Sedan,2022-07-17,4.17,8
1451,Mumbai,Bike,2022-08-07,4.53,7
1452,Delhi,Sedan,2022-10-26,4.96,10
1453,Hyderabad,Auto,2022-08-05,4.87,2
1454,Bangalore,Bike,2021-11-16,4.56,10
1455,Kolkata,Mini,2022-04-13,3.96,10
1456,Mumbai,Mini,2021-04-07,4.23,9
1457,Kolkata,SUV,2021-07-10,4.51,10
1458,Pune,Bike,2021-04-29,4.11,0
1459,Mumbai,Mini,2021-10-26,4.58,6
1460,Kolkata,SUV,2023-06-23,4.66,6
1461,Chennai,SUV,2021-06-07,4.63,8
1462,Bangalore,Sedan,2021-04-09,4.18,5
1463,Pune,Sedan,2023-10-04,4.21,6
1464,Bangalore,Bike,2023-09-11,4.8,3
1465,Bangalore,Mini,2021-11-02,4.58,0
1466,Kolkata,Sedan,2021-09-23,4.84,0
1467,Delhi,Auto,2023-01-22,4.23,9
1468,Hyderabad,Mini,2021-07-15,4.98,6
1469,Pune,Sedan,2021-04-10,3.88,1
1470,Hyderabad,SUV,2023-12-25,4.88,8
1471,Delhi,Mini,2021-08-31,4.36,3
1472,Kolkata,Sedan,2022-05-09,4.88,3
1473,Bangalore,Bike,2022-03-29,4.02,10
1474,Mumbai,SUV,2022-10-03,4.56,4
1475,Hyderabad,Auto,2023-01-04,3.81,1
1476,Mumbai,Auto,2023-09-17,4.19,2
1477,Pune,Sedan,2022-02-12,4.21,10
1478,Pune,Sedan,2023-05-22,4.08,10
1479,Bangalore,Bike,2023-06-15,4.76,10
1480,Chennai,Bike,2023-07-26,4.22,4
1481,Hyderabad,Mini,2021-12-22,4.33,4
1482,Hyderabad,Sedan,2022-12-02,3.97,7
1483,Delhi,Bike,2023-09-18,3.96,4
1484,Mumbai,Auto,2023-11-14,4.78,2
1485,Bangalore,Auto,2022-11-21,4.33,3
1486,Pune,Sedan,2021-06-30,4.44,0
1487,Hyderabad,Mini,2023-04-22,4.02,3
1488,Bangalore,Mini,2023-01-09,4.55,10
1489,Mumbai,SUV,2023-06-27,4.26,5
1490,Mumbai,SUV,2023-11-27,4.09,10
1491,Bangalore,Mini,2021-11-04,4.06,6
1492,Chennai,SUV,2022-12-18,4.96,5
1493,Delhi,Sedan,2023-05-21,4.31,3
1494,Pune,Mini,2022-03-25,4.32,8
1495,Mumbai,Mini,2023-01-07,4.58,3
1496,Kolkata,Bike,2022-08-25,4.13,8
1497,Bangalore,Bike,2023-01-19,4.03,3
1498,Pune,Mini,2021-07-16,4.96,6
1499,Mumbai,Bike,2022-12-08,4.03,8
1500,Chennai,SUV,2021-07-27,4.46,5
1501,Hyderabad,Mini,2022-08-14,3.83,2
1502,Pune,Sedan,2022-03-28,4.79,10
1503,Kolkata,SUV,2021-10-30,4.55,9
1504,Kolkata,Bike,2023-12-25,3.89,1
1505,Mumbai,SUV,2022-07-01,4.2,0
1506,Delhi,SUV,2022-12-27,4.2,8
1507,Pune,Auto,2021-05-23,4.67,0
1508,Delhi,Bike,2022-07-03,3.81,9
1509,Chennai,Bike,2023-10-22,4.41,7
1510,Hyderabad,SUV,2021-07-02,4.8,0
1511,Hyderabad,Mini,2022-06-07,4.2,3
1512,Hyderabad,Auto,2023-03-26,4.33,8
1513,Mumbai,Bike,2023-05-01,4.49,0
1514,Delhi,Auto,2022-10-29,4.47,10
1515,Hyderabad,Bike,2023-09-17,3.99,2
1516,Kolkata,Mini,2022-09-27,4.6,1
1517,Pune,Auto,2022-09-04,4.64,7
1518,Mumbai,Bike,2021-05-16,4.71,0
1519,Chennai,Bike,2021-08-25,4.65,8
1520,Delhi,Auto,2021-10-29,4.22,5
1521,Delhi,Bike,2023-10-01,4.05,10
1522,Delhi,Bike,2022-06-22,4.41,3
1523,Delhi,Auto,2022-04-05,4.92,6
1524,Delhi,Sedan,2023-08-07,4.84,2
1525,Mumbai,Bike,2023-04-17,4.71,1
1526,Hyderabad,Mini,2021-09-13,4.77,5
1527,Mumbai,Mini,2022-04-10,4.63,7
1528,Pune,Auto,2023-05-02,4.72,3
1529,Hyderabad,Bike,2022-11-18,4.33,2
1530,Chennai,SUV,2021-12-11,3.82,9
1531,Pune,Mini,2022-02-03,4.75,0
1532,Delhi,Mini,2023-01-17,4.96,4
1533,Pune,Mini,2023-12-22,4.4,7
1534,Kolkata,Bike,2021-05-05,3.82,2
1535,Bangalore,Sedan,2022-10-03,4.47,8
1536,Hyderabad,SUV,2021-05-30,4.38,7
1537,Mumbai,Bike,2022-06-22,4.32,9
1538,Delhi,Mini,2023-11-12,4.76,8
1539,Chennai,SUV,2023-06-18,4.9,6
1540,Hyderabad,Mini,2021-07-23,4.03,6
1541,Chennai,Sedan,2021-06-22,4.89,6
1542,Mumbai,Sedan,2023-05-26,4.0,8
1543,Delhi,Sedan,2022-09-25,4.71,5
1544,Hyderabad,Auto,2021-08-26,3.93,8
1545,Delhi,SUV,2021-07-29,3.93,3
1546,Kolkata,Auto,2023-10-17,4.1,6
1547,Mumbai,Sedan,2021-11-19,4.48,7
1548,Hyderabad,Auto,2023-03-17,3.99,2
1549,Bangalore,Mini,2023-08-16,4.16,10
1550,Delhi,SUV,2021-09-13,4.28,10
1551,Kolkata,SUV,2023-06-15,4.64,6
1552,Pune,Bike,2022-11-06,4.52,6
1553,Pune,Sedan,2021-07-25,4.04,3
1554,Delhi,Mini,2023-12-29,4.99,5
1555,Chennai,SUV,2021-11-13,4.47,4
1556,Hyderabad,Sedan,2022-05-08,4.63,4
1557,Chennai,Mini,2022-07-03,4.34,6
1558,Bangalore,Sedan,2022-08-10,4.49,4
1559,Pune,Mini,2021-11-10,4.57,4
1560,Pune,Auto,2022-03-07,4.75,0
1561,Kolkata,SUV,2022-05-03,4.4,0
1562,Mumbai,Mini,2022-06-17,4.18,10
1563,Chennai,Mini,2022-12-09,3.87,3
1564,Chennai,Mini,2023-05-26,4.58,10
1565,Hyderabad,Mini,2023-07-18,4.61,0
1566,Bangalore,SUV,2022-07-05,4.21,5
1567,Bangalore,SUV,2023-10-01,4.24,2
1568,Chennai,Auto,2022-03-18,4.47,6
1569,Chennai,Mini,2023-11-27,4.54,6
1570,Bangalore,Auto,2023-11-16,4.26,1
1571,Hyderabad,SUV,2021-07-10,4.35,8
1572,Kolkata,Bike,2021-12-10,4.52,6
1573,Chennai,Auto,2022-09-22,3.95,8
1574,Delhi,Mini,2023-09-29,4.75,9
1575,Kolkata,Sedan,2022-12-16,3.85,10
1576,Mumbai,Auto,2021-08-04,4.81,6
1577,Bangalore,Bike,2021-05-27,4.18,2
1578,Mumbai,Auto,2021-09-29,4.1,10
1579,Kolkata,SUV,2023-09-08,4.73,5
1580,Hyderabad,Auto,2023-05-27,4.32,9
1581,Hyderabad,Auto,2021-10-17,4.47,6
1582,Mumbai,Mini,2022-04-26,4.57,6
1583,Bangalore,Sedan,2023-07-28,4.62,5
1584,Pune,Bike,2023-03-19,4.5,0
1585,Kolkata,Bike,2023-09-12,4.37,7
1586,Delhi,Bike,2022-07-06,4.93,7
1587,Bangalore,Auto,2022-10-28,4.6,9
1588,Hyderabad,Bike,2022-05-04,4.28,5
1589,Bangalore,Sedan,2023-08-12,4.63,5
1590,Hyderabad,Bike,2023-12-11,4.01,7
1591,Kolkata,Auto,2022-02-27,4.23,8
1592,Mumbai,Auto,2022-09-01,3.96,2
1593,Pune,Sedan,2021-10-17,4.22,2
1594,Pune,SUV,2022-03-05,3.83,5
1595,Hyderabad,Mini,2022-11-23,3.88,8
1596,Delhi,SUV,2021-04-29,4.16,3
1597,Bangalore,Bike,2023-11-22,4.13,8
1598,Pune,Bike,2023-06-07,4.37,3
1599,Chennai,Bike,2021-07-25,3.83,6
1600,Bangalore,Sedan,2021-12-22,4.46,9
1601,Kolkata,Bike,2022-08-16,4.14,5
1602,Bangalore,Auto,2022-09-04,4.55,4
1603,Delhi,Auto,2021-04-10,3.89,9
1604,Hyderabad,SUV,2022-10-27,3.98,2
1605,Hyderabad,Auto,2021-11-24,3.86,7
1606,Chennai,SUV,2023-04-21,4.8,7
1607,Mumbai,Sedan,2021-05-16,4.05,8
1608,Kolkata,Sedan,2023-02-04,4.38,8
1609,Chennai,SUV,2023-02-21,4.51,10
1610,Chennai,SUV,2023-11-05,4.37,9
1611,Delhi,Sedan,2022-05-06,4.21,9
1612,Hyderabad,Bike,2023-07-26,4.66,5
1613,Delhi,Bike,2022-12-20,4.26,5
1614,Bangalore,Auto,2023-11-05,4.97,4
1615,Bangalore,Sedan,2022-06-28,4.32,1
1616,Mumbai,Sedan,2022-03-24,4.77,1
1617,Delhi,Auto,2022-11-10,3.87,4
1618,Delhi,SUV,2022-07-28,4.81,1
1619,Chennai,Auto,2023-05-30,3.85,7
1620,Chennai,Mini,2023-08-04,4.38,2
1621,Hyderabad,Auto,2023-06-30,4.18,4
1622,Delhi,Bike,2022-07-07,4.18,2
1623,Delhi,SUV,2021-12-30,4.06,1
1624,Hyderabad,SUV,2023-09-25,4.26,5
1625,Kolkata,Mini,2023-09-25,4.22,0
1626,Kolkata,SUV,2021-12-09,4.23,9
1627,Mumbai,Auto,2022-03-06,4.91,4
1628,Pune,Sedan,2021-12-03,4.32,0
1629,Mumbai,Bike,2022-01-27,4.21,6
1630,Mumbai,Mini,2023-05-04,4.05,7
1631,Chennai,Bike,2023-12-14,4.17,8
1632,Delhi,Bike,2022-05-05,4.66,4
1633,Delhi,Mini,2022-11-14,4.44,2
1634,Kolkata,Bike,2023-09-30,4.89,1
1635,Kolkata,SUV,2022-08-13,4.65,2
1636,Hyderabad,Sedan,2023-11-06,3.85,7
1637,Chennai,Auto,2022-08-30,5.0,7
1638,Delhi,Auto,2022-12-14,4.06,10
1639,Hyderabad,Mini,2023-01-27,4.34,2
1640,Bangalore,Sedan,2022-05-09,3.83,2
1641,Pune,SUV,2021-12-13,4.63,4
1642,Delhi,SUV,2023-01-16,4.27,9
1643,Chennai,Auto,2021-08-02,4.07,9
1644,Hyderabad,Auto,2023-04-08,4.95,9
1645,Chennai,Sedan,2021-08-15,3.86,2
1646,Hyderabad,SUV,2021-10-26,3.81,7
1647,Delhi,Auto,2023-04-29,4.44,1
1648,Hyderabad,SUV,2021-12-31,4.37,5
1649,Hyderabad,SUV,2023-11-01,4.07,8
1650,Hyderabad,Mini,2022-07-11,4.9,8
1651,Pune,Bike,2022-04-20,4.55,5
1652,Hyderabad,Sedan,2023-03-01,4.57,2
1653,Pune,SUV,2023-08-12,4.35,5
1654,Delhi,Auto,2021-06-16,4.53,10
1655,Hyderabad,SUV,2021-10-24,4.47,0
1656,Mumbai,Auto,2023-10-25,4.88,5
1657,Chennai,SUV,2022-11-20,4.43,9
1658,Chennai,Sedan,2022-05-09,4.63,9
1659,Kolkata,Sedan,2022-04-19,4.73,4
1660,Pune,SUV,2022-10-14,4.44,6
1661,Kolkata,Auto,2021-08-06,4.97,7
1662,Bangalore,Mini,2022-09-15,4.93,5
